oked_id,oked_name_ru,total_requirements,num_spheres,rank
1822,Деятельность по благоустройству; пейзажное планирование,355.0,6,1282
1663,"Деятельность головных компаний, связанная с реализацией государственной политики индустриально-инновационного развития",355.0,4,1283
1667,Деятельность по взаимоотношениям и связью с общественностью,355.0,4,1284
1664,Деятельность прочих головных компаний,355.0,4,1285
1763,Аренда прочих офисных машин и оборудования,355.0,4,1286
1670,Консультативное сопровождение концессионных проектов и проектов государственно-частного партнерства,355.0,4,1287
1831,Деятельность информационно-справочных служб,355.0,4,1288
41,"Выращивание специй, пряностей, лекарственных и используемых в парфюмерии растений",355.0,4,1289
1837,Деятельность агентств по сбору платежей и кредитных бюро,355.0,4,1290
1652,Прочая деятельность в области права,298.0,4,1291
1651,Нотариальная деятельность,298.0,4,1292
2251,Страхование жизни,213.0,4,1293
389,Воспроизведение записанных носителей информации,213.0,3,1294
2253,Деятельность пенсионных фондов,213.0,3,1295
191,Производство фруктовых и овощных соков,213.0,3,1296
288,Производство вязаного и трикотажного полотна,213.0,3,1297
174,"Предоставление услуг, способствующих добыче других полезных ископаемых",213.0,3,1298
384,Деятельность по подготовке материалов к печати и рапространению,213.0,3,1299
86,Лесоводство и прочая лесохозяйственная деятельность,213.0,3,1300
72,"Деятельность, способствующая растениеводству",82.0,1,1301
